Month,Year,Region,Population,"Pulmonary Tuberculosis","Other Forms, Tuberculosis","Typhoid Fever","Diptheria and Croup",Diptheria,Croup,"Scarlet Fever",Measles,"Whooping Cough",Pneumonia,"Diarrhea and Enteritis, Under 2 Years","Diarrheal Diseases, Under 5 Years","Cerebro-Spinal Fever",Poliomyelitis,Influenza,"Puerperal Septicemia",Cancer,"External Causes",Violence,Smallpox
April,1912,"Indiana (statewide)",2730506,306,70,31,14,...,...,12,17,26,359,45,...,1,1,65,28,174,200,...,2
April,1912,"Northern counties",939532,77,20,21,4,...,...,3,1,5,135,24,...,0,1,19,7,60,75,...,1
April,1912,"Central counties",1127217,141,30,5,4,...,...,6,15,8,150,14,...,0,0,25,17,80,85,...,1
April,1912,"Southern counties",663757,88,20,5,6,...,...,3,1,13,74,7,...,1,0,21,4,34,40,...,0
April,1912,Urban,1164294,146,34,21,9,...,...,3,7,15,186,32,...,0,1,26,14,87,103,...,0
April,1912,Rural,1566212,160,36,10,5,...,...,9,10,11,173,13,...,1,0,39,14,87,97,...,2
April,1912,"Cities, class 1",240098,30,7,0,3,...,...,3,3,0,34,2,...,0,0,3,6,16,15,...,0
April,1912,"Cities, class 2",253337,23,7,6,0,...,...,0,0,3,26,4,...,0,0,3,1,17,17,...,0
April,1912,"Cities, class 3",132435,24,2,3,1,...,...,0,0,4,18,1,...,0,0,2,2,8,24,...,0
April,1912,"Cities, class 4",208083,21,8,10,4,...,...,0,0,3,53,14,...,0,1,8,3,18,22,...,0
April,1912,"Cities, class 5",330341,48,10,2,1,...,...,0,4,5,55,11,...,0,0,10,2,28,25,...,0
May,1912,"Indiana (statewide)",2730506,314,54,35,18,...,...,4,10,19,160,31,...,2,0,11,17,135,189,...,0
May,1912,"Northern counties",939532,80,19,15,8,...,...,3,2,11,67,18,...,0,0,5,12,43,59,...,0
May,1912,"Central counties",1127217,152,19,8,9,...,...,1,7,5,66,10,...,2,0,6,4,64,91,...,0
May,1912,"Southern counties",663757,82,16,12,1,...,...,0,1,3,27,3,...,0,0,0,1,28,39,...,0
May,1912,Urban,1184391,168,32,22,10,...,...,2,7,8,91,25,...,0,0,5,7,72,100,...,0
May,1912,Rural,1546115,146,22,13,8,...,...,2,3,11,69,6,...,2,0,6,10,63,89,...,0
May,1912,"Cities, class 1",240098,46,6,2,4,...,...,0,2,0,24,4,...,0,0,1,1,21,25,...,0
May,1912,"Cities, class 2",253336,29,6,2,3,...,...,0,1,0,13,2,...,0,0,0,4,15,12,...,0
May,1912,"Cities, class 3",132435,21,1,3,1,...,...,0,0,0,6,5,...,0,0,0,0,5,10,...,0
May,1912,"Cities, class 4",224885,27,7,13,1,...,...,2,0,3,28,12,...,0,0,1,1,7,26,...,0
May,1912,"Cities, class 5",333633,45,12,2,1,...,...,0,4,5,20,2,...,0,0,3,1,24,27,...,0
June,1912,"Indiana (statewide)",2730506,236,54,29,7,...,...,5,11,30,75,54,...,1,1,9,8,165,210,...,3
June,1912,"Northern counties",939532,72,11,11,3,...,...,2,3,12,30,26,...,1,0,3,4,65,62,...,3
June,1912,"Central counties",1127217,99,33,7,3,...,...,2,8,11,29,14,...,0,0,6,3,73,108,...,0
June,1912,"Southern counties",663757,65,10,11,1,...,...,1,0,7,16,14,...,0,1,0,1,27,40,...,0
June,1912,Urban,1184391,118,30,11,3,...,...,3,4,13,40,39,...,1,0,3,3,82,109,...,0
June,1912,Rural,1546115,118,24,18,4,...,...,2,7,17,35,15,...,0,1,6,5,83,101,...,3
June,1912,"Cities, class 1",240098,21,9,3,2,...,...,0,2,0,9,4,...,0,0,0,0,12,21,...,0
June,1912,"Cities, class 2",253337,26,7,1,0,...,...,0,1,2,6,6,...,1,0,1,2,28,12,...,0
June,1912,"Cities, class 3",132435,11,6,1,0,...,...,1,0,3,5,8,...,0,0,1,0,7,19,...,0
June,1912,"Cities, class 4",224885,29,3,4,1,...,...,1,1,2,10,15,...,0,0,1,0,17,16,...,0
June,1912,"Cities, class 5",333636,31,5,2,0,...,...,1,0,6,10,6,...,0,0,0,1,18,41,...,0
July,1912,"Indiana (statewide)",2730506,261,45,32,11,...,...,2,6,27,65,240,...,0,3,7,13,180,264,...,0
July,1912,"Northern counties",939532,63,16,13,4,...,...,0,2,9,17,76,...,0,0,2,4,63,114,...,0
July,1912,"Central counties",1127217,113,15,11,4,...,...,1,4,12,27,94,...,0,3,5,6,70,96,...,0
July,1912,"Southern counties",663757,85,14,8,3,...,...,1,0,6,21,70,...,0,0,0,3,47,54,...,0
July,1912,Urban,1184391,128,23,15,6,...,...,1,4,15,34,167,...,0,0,5,8,91,123,...,0
July,1912,Rural,1546115,133,22,17,5,...,...,1,2,12,31,73,...,0,3,2,5,89,141,...,0
July,1912,"Cities, class 1",240098,24,4,2,1,...,...,1,2,0,11,34,...,0,0,2,1,19,23,...,0
July,1912,"Cities, class 2",253337,21,5,2,2,...,...,0,0,4,8,30,...,0,0,0,3,16,27,...,0
July,1912,"Cities, class 3",132435,18,1,3,0,...,...,0,1,2,2,11,...,0,0,0,0,9,15,...,0
July,1912,"Cities, class 4",224885,21,1,5,1,...,...,0,1,1,7,51,...,0,0,0,1,20,30,...,0
July,1912,"Cities, class 5",333636,44,12,3,2,...,...,0,0,8,6,41,...,0,0,2,3,27,28,...,0
August,1912,"Indiana (statewide)",2730506,244,35,71,24,...,...,3,3,23,84,347,...,2,8,2,8,160,247,...,0
August,1912,"Northern counties",939532,72,13,23,13,...,...,2,0,7,35,118,...,1,5,1,4,59,94,...,0
August,1912,"Central counties",1127217,96,17,24,8,...,...,1,3,9,31,142,...,1,2,1,4,70,103,...,0
August,1912,"Southern counties",663757,76,5,24,3,...,...,0,0,7,18,87,...,0,1,0,0,31,50,...,0
August,1912,Urban,1184391,121,17,34,18,...,...,3,3,17,49,192,...,2,4,1,3,68,138,...,0
August,1912,Rural,1546115,123,18,37,6,...,...,0,0,6,35,155,...,0,4,1,5,92,109,...,0
August,1912,"Cities, class 1",240098,32,4,8,1,...,...,1,2,0,10,35,...,1,1,1,0,18,21,...,0
August,1912,"Cities, class 2",253337,26,5,8,3,...,...,0,0,4,10,39,...,0,0,0,0,9,31,...,0
August,1912,"Cities, class 3",132435,14,1,4,1,...,...,0,0,2,8,15,...,0,1,0,0,10,15,...,0
August,1912,"Cities, class 4",224885,16,5,9,8,...,...,2,0,3,13,59,...,1,0,0,3,13,34,...,0
August,1912,"Cities, class 5",333636,33,2,5,5,...,...,0,1,8,8,44,...,0,2,0,0,18,37,...,0
September,1912,"Indiana (statewide)",2730506,200,51,93,64,...,...,5,1,15,91,329,...,8,8,4,16,136,229,...,0
September,1912,"Northern counties",939532,49,15,25,11,...,...,2,1,10,27,113,...,1,5,0,2,44,80,...,0
September,1912,"Central counties",1127217,83,22,35,25,...,...,1,0,3,38,122,...,5,3,1,12,59,99,...,0
September,1912,"Southern counties",663757,68,14,33,28,...,...,2,0,2,26,94,...,2,0,3,2,33,50,...,0
September,1912,Urban,1184391,97,24,41,33,...,...,3,1,9,42,174,...,2,2,1,10,59,136,...,0
September,1912,Rural,1546115,103,27,52,31,...,...,2,0,6,49,155,...,6,6,3,6,77,93,...,0
September,1912,"Cities, class 1",240098,24,8,12,4,...,...,0,0,0,10,16,...,0,0,0,3,11,25,...,0
September,1912,"Cities, class 2",253337,19,4,7,7,...,...,0,0,0,4,29,...,1,0,0,2,12,20,...,0
September,1912,"Cities, class 3",132435,12,2,4,5,...,...,1,0,1,5,14,...,1,0,0,1,10,16,...,0
September,1912,"Cities, class 4",224885,13,5,5,12,...,...,0,1,4,12,55,...,0,0,0,1,7,30,...,0
September,1912,"Cities, class 5",333636,29,5,13,5,...,...,2,0,4,11,60,...,0,2,1,3,19,45,...,0
October,1912,"Indiana (statewide)",2730506,233,51,112,99,...,...,10,0,13,163,189,...,4,6,12,16,158,215,...,1
October,1912,"Northern counties",939532,53,16,32,17,...,...,4,0,3,46,48,...,1,0,2,7,47,78,...,0
October,1912,"Central counties",1127217,105,21,42,49,...,...,5,0,5,73,78,...,2,6,8,8,71,85,...,0
October,1912,"Southern counties",663757,75,14,38,33,...,...,1,0,5,44,63,...,1,0,2,1,40,52,...,1
October,1912,Urban,1184391,110,30,49,63,...,...,6,0,7,90,99,...,2,3,9,10,82,126,...,1
October,1912,Rural,1546115,123,21,63,36,...,...,4,0,6,73,90,...,2,3,3,6,76,89,...,0
October,1912,"Cities, class 1",240098,25,6,7,7,...,...,0,0,1,25,13,...,1,1,2,2,17,26,...,0
October,1912,"Cities, class 2",253337,20,3,10,10,...,...,1,0,1,15,13,...,1,0,0,4,23,24,...,0
October,1912,"Cities, class 3",132435,15,4,5,8,...,...,3,0,0,10,9,...,0,2,4,0,6,19,...,0
October,1912,"Cities, class 4",224885,14,7,10,14,...,...,1,0,1,22,19,...,0,0,1,2,13,25,...,0
October,1912,"Cities, class 5",333636,36,10,17,24,...,...,1,0,4,18,45,...,0,0,2,2,23,32,...,1
November,1912,"Indiana (statewide)",2730506,216,57,82,99,...,...,12,1,16,227,54,...,1,4,25,9,146,236,...,0
November,1912,"Northern counties",939532,63,13,25,16,...,...,4,1,8,72,20,...,1,2,4,3,50,94,...,0
November,1912,"Central counties",1127217,92,30,28,36,...,...,3,0,6,107,19,...,0,1,15,4,60,100,...,0
November,1912,"Southern counties",663757,61,14,29,47,...,...,5,0,2,48,15,...,0,1,6,2,36,42,...,0
November,1912,Urban,1184391,117,38,42,52,...,...,4,1,6,111,35,...,1,2,11,7,70,123,...,0
November,1912,Rural,1546115,99,19,40,47,...,...,8,0,10,116,19,...,0,2,14,2,76,113,...,0
November,1912,"Cities, class 1",240098,33,6,7,3,...,...,0,0,1,33,5,...,0,0,2,1,15,44,...,0
November,1912,"Cities, class 2",253337,31,7,9,11,...,...,1,0,2,18,9,...,0,1,0,1,16,19,...,0
November,1912,"Cities, class 3",132435,5,3,3,3,...,...,0,0,0,9,4,...,0,0,4,1,5,13,...,0
November,1912,"Cities, class 4",224885,18,4,15,11,...,...,1,0,2,20,9,...,0,0,1,2,15,24,...,0
November,1912,"Cities, class 5",333636,30,18,8,24,...,...,2,1,1,31,8,...,1,1,4,2,19,23,...,0
December,1912,"Indiana (statewide)",2730506,243,41,43,77,...,...,19,3,16,322,27,...,3,6,83,13,173,218,...,1
December,1912,"Northern counties",939532,71,9,12,18,...,...,8,2,6,95,10,...,1,0,11,2,57,67,...,0
December,1912,"Central counties",1127217,93,20,10,33,...,...,7,0,7,136,12,...,1,4,41,6,78,102,...,0
December,1912,"Southern counties",663757,79,12,21,26,...,...,4,1,3,91,5,...,1,2,31,5,38,49,...,1
December,1912,Urban,1184391,106,27,25,35,...,...,7,1,8,159,17,...,3,2,30,8,87,136,...,0
December,1912,Rural,1546115,137,14,18,42,...,...,12,2,8,163,10,...,0,4,53,5,86,82,...,1
December,1912,"Cities, class 1",240098,13,10,1,4,...,...,2,0,1,31,4,...,1,1,5,1,26,28,...,0
December,1912,"Cities, class 2",253337,34,6,5,9,...,...,0,0,1,32,4,...,1,0,5,2,18,26,...,0
December,1912,"Cities, class 3",132435,12,3,7,3,...,...,0,0,2,14,2,...,1,0,3,1,7,22,...,0
December,1912,"Cities, class 4",224885,18,2,6,8,...,...,1,0,1,40,4,...,0,0,4,1,9,34,...,0
December,1912,"Cities, class 5",333636,29,6,6,11,...,...,4,1,3,42,3,...,0,1,13,3,27,26,...,0
January,1913,"Indiana (statewide)",2757710,299,56,26,66,...,...,13,26,27,430,37,...,1,3,166,23,186,175,...,0
January,1913,"Northern counties",950039,86,18,8,18,...,...,6,16,13,153,21,...,1,2,44,5,66,68,...,0
January,1913,"Central counties",1139717,120,25,10,24,...,...,3,3,10,179,10,...,0,1,86,13,82,74,...,0
January,1913,"Southern counties",667954,93,13,8,24,...,...,4,7,4,98,6,...,0,0,36,5,38,33,...,0
January,1913,Urban,1209371,139,31,14,27,...,...,8,18,15,197,25,...,1,0,62,10,95,88,...,0
January,1913,Rural,1548339,160,25,12,39,...,...,5,8,12,233,12,...,0,3,104,13,91,87,...,0
January,1913,"Cities, class 1",246546,23,8,1,4,...,...,0,0,1,43,4,...,0,0,11,3,27,21,...,0
January,1913,"Cities, class 2",260199,31,7,4,4,...,...,3,1,8,36,2,...,0,0,4,2,17,15,...,0
January,1913,"Cities, class 3",134430,13,1,1,2,...,...,3,2,1,17,1,...,0,0,10,0,13,15,...,0
January,1913,"Cities, class 4",230164,20,6,6,11,...,...,1,9,4,55,14,...,1,0,14,1,13,25,...,0
January,1913,"Cities, class 5",338032,52,9,2,6,...,...,1,6,1,46,4,...,0,0,23,4,25,12,...,0
February,1913,"Indiana (statewide)",2757710,280,47,25,48,...,...,24,52,48,389,34,...,0,3,93,15,168,169,...,0
February,1913,"Northern counties",950039,72,9,11,9,...,...,13,30,22,155,21,...,0,2,29,5,64,57,...,0
February,1913,"Central counties",1139717,119,26,10,22,...,...,7,11,16,131,9,...,0,1,33,7,68,75,...,0
February,1913,"Southern counties",667954,89,12,4,17,...,...,4,11,10,103,4,...,0,0,31,3,36,37,...,0
February,1913,Urban,1209371,121,24,12,19,...,...,15,21,33,186,20,...,0,2,32,9,79,103,...,0
February,1913,Rural,1548339,159,23,13,29,...,...,9,31,15,203,14,...,0,1,61,6,89,66,...,0
February,1913,"Cities, class 1",246546,28,4,1,6,...,...,0,0,3,33,2,...,0,0,5,1,20,20,...,0
February,1913,"Cities, class 2",260199,27,7,2,4,...,...,5,2,12,38,3,...,0,0,6,1,17,32,...,0
February,1913,"Cities, class 3",134430,17,4,3,0,...,...,0,1,5,12,2,...,0,0,2,3,9,11,...,0
February,1913,"Cities, class 4",230164,18,4,4,5,...,...,3,14,5,58,6,...,0,1,5,3,16,20,...,0
February,1913,"Cities, class 5",338032,31,5,2,4,...,...,7,4,8,45,7,...,0,1,14,1,17,20,...,0
March,1913,"Indiana (statewide)",2757710,360,60,27,24,...,...,38,84,46,444,52,...,4,3,98,19,183,240,...,1
March,1913,"Northern counties",950039,89,21,8,6,...,...,23,32,21,171,33,...,1,0,30,9,63,85,...,0
March,1913,"Central counties",1139717,174,24,9,6,...,...,12,23,11,170,8,...,0,2,44,6,86,119,...,0
March,1913,"Southern counties",667954,97,15,10,12,...,...,3,29,14,103,11,...,3,1,24,4,34,36,...,1
March,1913,Urban,1209371,189,27,13,14,...,...,25,38,26,194,39,...,1,0,44,7,82,145,...,1
March,1913,Rural,1548339,171,33,14,10,...,...,13,46,20,250,13,...,3,3,54,12,101,95,...,0
March,1913,"Cities, class 1",246546,63,6,2,1,...,...,1,2,2,46,5,...,0,0,5,1,14,30,...,0
March,1913,"Cities, class 2",260199,35,8,5,3,...,...,4,6,5,40,11,...,0,0,7,2,18,45,...,0
March,1913,"Cities, class 3",134430,11,3,1,0,...,...,4,2,3,12,6,...,0,0,6,2,13,12,...,0
March,1913,"Cities, class 4",230164,39,4,1,5,...,...,11,13,9,52,13,...,0,0,6,1,16,21,...,0
March,1913,"Cities, class 5",338032,41,6,4,5,...,...,5,15,7,44,4,...,1,0,20,1,21,37,...,1
April,1913,"Indiana (statewide)",2769710,335,48,27,23,...,...,24,83,47,265,60,...,1,2,46,9,159,228,...,0
April,1913,"Northern counties",962039,90,13,11,8,...,...,16,29,22,92,35,...,0,1,16,1,58,87,...,0
April,1913,"Central counties",1139717,144,19,10,9,...,...,5,28,19,96,16,...,0,0,15,6,76,87,...,0
April,1913,"Southern counties",667954,101,16,6,6,...,...,3,26,6,77,9,...,1,1,15,2,25,54,...,0
April,1913,Urban,1221371,170,25,14,12,...,...,17,63,28,140,46,...,1,0,15,5,71,131,...,0
April,1913,Rural,1548339,165,23,13,11,...,...,7,20,19,125,14,...,0,2,31,4,88,97,...,0
April,1913,"Cities, class 1",246546,53,5,1,4,...,...,1,1,7,30,6,...,0,0,0,1,13,26,...,0
April,1913,"Cities, class 2",260199,32,1,3,1,...,...,8,20,3,19,3,...,1,0,3,1,14,27,...,0
April,1913,"Cities, class 3",165232,21,6,3,0,...,...,4,6,5,22,10,...,0,0,2,1,7,28,...,0
April,1913,"Cities, class 4",211362,23,2,5,2,...,...,3,15,5,35,20,...,0,0,2,2,14,23,...,0
April,1913,"Cities, class 5",338032,41,11,2,5,...,...,1,21,8,34,7,...,0,0,8,0,23,27,...,0
May,1913,"Indiana (statewide)",2769710,317,67,32,30,...,...,20,91,41,182,46,...,4,3,26,17,194,212,...,0
May,1913,"Northern counties",962039,79,24,18,8,...,...,8,34,16,85,25,...,1,0,8,4,72,83,...,0
May,1913,"Central counties",1139717,141,28,11,15,...,...,8,29,19,66,11,...,0,2,10,7,84,83,...,0
May,1913,"Southern counties",667954,97,15,3,7,...,...,4,28,6,31,10,...,3,1,8,6,38,46,...,0
May,1913,Urban,1221371,174,27,19,19,...,...,17,44,26,121,34,...,2,0,13,8,77,112,...,0
May,1913,Rural,1548339,143,40,13,11,...,...,3,47,15,61,12,...,2,3,13,9,117,100,...,0
May,1913,"Cities, class 1",246546,51,9,3,10,...,...,4,7,7,26,2,...,0,0,2,3,10,15,...,0
May,1913,"Cities, class 2",260199,28,4,4,1,...,...,4,6,3,26,4,...,2,0,1,1,14,30,...,0
May,1913,"Cities, class 3",165232,29,4,3,3,...,...,4,2,5,17,8,...,0,0,1,2,12,25,...,0
May,1913,"Cities, class 4",211362,28,4,5,3,...,...,3,20,5,30,12,...,0,0,1,1,10,26,...,0
May,1913,"Cities, class 5",338032,38,6,4,2,...,...,2,9,6,22,8,...,0,0,8,1,31,16,...,0
June,1913,"Indiana (statewide)",2769710,289,49,25,21,...,...,16,49,34,83,106,...,0,0,8,20,166,301,...,1
June,1913,"Northern counties",962039,73,12,7,7,...,...,7,24,7,36,37,...,0,0,1,6,63,132,...,1
June,1913,"Central counties",1139717,142,24,9,7,...,...,9,15,19,32,26,...,0,0,4,9,65,119,...,0
June,1913,"Southern counties",667954,74,13,9,7,...,...,0,10,8,15,43,...,0,0,3,5,38,50,...,0
June,1913,Urban,1221371,174,20,15,14,...,...,12,30,15,59,56,...,0,0,5,14,90,160,...,0
June,1913,Rural,1548339,115,29,10,7,...,...,4,19,19,24,50,...,0,0,3,6,76,141,...,0
June,1913,"Cities, class 1",246546,45,6,3,1,...,...,3,3,4,16,6,...,0,0,2,3,18,36,...,0
June,1913,"Cities, class 2",260199,35,2,4,7,...,...,5,9,0,14,16,...,0,0,0,1,17,33,...,0
June,1913,"Cities, class 3",165232,21,2,1,1,...,...,1,1,4,8,12,...,0,0,2,2,7,27,...,0
June,1913,"Cities, class 4",211362,25,0,5,1,...,...,3,7,0,13,8,...,0,0,0,4,14,28,...,0
June,1913,"Cities, class 5",338032,48,10,2,4,...,...,0,10,7,8,14,...,0,0,1,4,34,36,...,0
July,1913,"Indiana (statewide)",2769710,268,52,47,20,...,...,4,16,32,80,329,...,0,8,4,15,188,328,...,1
July,1913,"Northern counties",962039,52,12,12,9,...,...,2,8,8,22,110,...,0,2,3,5,68,121,...,0
July,1913,"Central counties",1139717,132,24,11,7,...,...,2,5,12,37,121,...,0,2,1,7,70,125,...,0
July,1913,"Southern counties",667954,84,16,24,4,...,...,0,3,12,21,98,...,0,4,0,3,50,82,...,1
July,1913,Urban,1221371,124,30,22,11,...,...,3,13,23,44,202,...,0,3,1,8,83,189,...,1
July,1913,Rural,1548339,144,22,25,9,...,...,1,3,9,36,127,...,0,5,3,7,105,139,...,0
July,1913,"Cities, class 1",246546,37,6,3,0,...,...,1,3,6,12,29,...,0,1,0,1,15,38,...,0
July,1913,"Cities, class 2",260199,21,6,5,4,...,...,0,1,2,7,39,...,0,0,0,2,13,42,...,0
July,1913,"Cities, class 3",165232,21,4,5,1,...,...,2,3,7,6,47,...,0,0,0,1,9,28,...,0
July,1913,"Cities, class 4",211362,12,1,4,5,...,...,0,4,1,7,41,...,0,1,1,2,11,35,...,1
July,1913,"Cities, class 5",338032,33,13,5,1,...,...,0,2,7,12,46,...,0,1,0,2,35,46,...,0
August,1913,"Indiana (statewide)",2769710,242,81,112,36,...,...,6,10,30,54,405,...,4,6,2,16,193,320,...,0
August,1913,"Northern counties",962039,72,17,28,19,...,...,3,1,11,14,182,...,2,1,0,4,63,115,...,0
August,1913,"Central counties",1139717,106,41,41,10,...,...,2,4,10,28,140,...,0,4,2,9,92,133,...,0
August,1913,"Southern counties",667954,64,23,43,7,...,...,1,5,9,12,83,...,2,1,0,3,38,72,...,0
August,1913,Urban,1221371,107,52,47,21,...,...,3,5,19,30,270,...,3,2,1,11,101,171,...,0
August,1913,Rural,1548339,135,29,65,15,...,...,3,5,11,24,135,...,1,4,1,5,92,149,...,0
August,1913,"Cities, class 1",246546,23,14,14,2,...,...,0,2,4,9,32,...,0,1,1,3,23,39,...,0
August,1913,"Cities, class 2",260199,16,7,8,6,...,...,2,1,7,4,57,...,1,1,0,1,23,34,...,0
August,1913,"Cities, class 3",165232,13,9,5,1,...,...,0,0,5,3,60,...,0,0,0,1,12,33,...,0
August,1913,"Cities, class 4",211362,25,6,4,7,...,...,0,0,1,8,69,...,0,0,0,4,11,36,...,0
August,1913,"Cities, class 5",338032,30,16,16,5,...,...,1,2,2,6,52,...,2,0,0,2,32,29,...,0
September,1913,"Indiana (statewide)",2769710,227,48,106,45,...,...,8,2,19,72,316,...,3,5,4,13,200,238,...,0
September,1913,"Northern counties",962039,57,14,26,19,...,...,6,0,6,26,153,...,1,1,0,3,71,73,...,0
September,1913,"Central counties",1139717,108,23,47,11,...,...,1,1,5,28,98,...,0,3,4,7,84,107,...,0
September,1913,"Southern counties",667954,62,11,33,15,...,...,1,1,8,18,65,...,2,1,0,3,45,58,...,0
September,1913,Urban,1221371,100,28,43,20,...,...,5,0,8,47,188,...,1,4,1,4,97,141,...,0
September,1913,Rural,1548339,127,20,63,25,...,...,3,2,11,25,128,...,2,1,3,9,103,97,...,0
September,1913,"Cities, class 1",246546,31,10,9,1,...,...,1,0,0,14,11,...,0,1,0,0,21,33,...,0
September,1913,"Cities, class 2",260199,16,4,7,5,...,...,1,0,1,8,32,...,0,1,0,2,17,39,...,0
September,1913,"Cities, class 3",165232,8,3,8,1,...,...,0,0,3,12,40,...,0,0,0,1,13,22,...,0
September,1913,"Cities, class 4",211362,13,6,5,6,...,...,3,0,0,4,61,...,0,0,0,0,19,15,...,0
September,1913,"Cities, class 5",338032,32,5,14,7,...,...,0,0,3,9,45,...,1,1,1,1,27,32,...,0
October,1913,"Indiana (statewide)",2769710,219,61,126,61,...,...,11,2,10,121,232,...,1,4,6,7,172,218,...,3
October,1913,"Northern counties",962039,58,19,41,13,...,...,5,1,4,44,77,...,0,3,2,2,64,72,...,3
October,1913,"Central counties",1139717,103,29,48,30,...,...,3,0,2,49,87,...,0,0,4,2,77,100,...,0
October,1913,"Southern counties",667954,58,13,37,18,...,...,3,1,4,28,68,...,1,1,0,3,31,46,...,0
October,1913,Urban,1221371,100,31,62,28,...,...,5,1,7,61,132,...,1,3,2,5,93,125,...,1
October,1913,Rural,1548339,119,30,64,33,...,...,6,1,3,60,100,...,0,1,4,2,79,93,...,2
October,1913,"Cities, class 1",246546,32,7,10,5,...,...,1,0,1,13,17,...,0,0,0,1,21,29,...,0
October,1913,"Cities, class 2",260199,15,9,12,5,...,...,2,0,1,10,20,...,0,2,0,1,21,19,...,0
October,1913,"Cities, class 3",165232,9,7,11,3,...,...,0,1,1,10,26,...,0,0,0,0,9,23,...,0
October,1913,"Cities, class 4",211362,12,5,11,4,...,...,1,0,3,12,29,...,0,0,1,2,15,22,...,1
October,1913,"Cities, class 5",338032,32,3,18,11,...,...,1,0,1,16,40,...,1,1,1,1,27,32,...,0
November,1913,"Indiana (statewide)",2769710,236,50,80,72,...,...,13,3,14,185,78,...,2,2,16,13,165,230,...,4
November,1913,"Northern counties",962039,58,15,28,21,...,...,6,2,7,53,32,...,1,0,2,5,59,89,...,3
November,1913,"Central counties",1139717,107,24,24,32,...,...,2,1,3,81,21,...,0,2,7,5,69,87,...,0
November,1913,"Southern counties",667954,71,11,28,19,...,...,5,0,4,51,25,...,1,0,7,3,37,54,...,1
November,1913,Urban,1221371,133,23,42,41,...,...,5,3,6,112,49,...,0,1,10,8,88,132,...,2
November,1913,Rural,1548339,103,27,38,31,...,...,8,0,8,73,29,...,2,1,6,5,77,98,...,2
November,1913,"Cities, class 1",246546,47,11,8,9,...,...,1,0,1,28,3,...,0,0,0,1,22,32,...,0
November,1913,"Cities, class 2",260199,27,2,9,11,...,...,1,1,1,27,9,...,0,0,1,1,18,25,...,2
November,1913,"Cities, class 3",165232,13,2,2,3,...,...,0,2,1,17,6,...,0,1,5,2,6,21,...,0
November,1913,"Cities, class 4",211362,17,4,12,7,...,...,1,0,1,19,19,...,0,0,0,1,15,24,...,0
November,1913,"Cities, class 5",338032,29,4,11,11,...,...,2,0,2,21,12,...,0,0,4,3,27,30,...,0
December,1913,"Indiana (statewide)",2769710,266,36,60,50,...,...,13,9,14,238,49,...,0,0,21,16,142,209,...,0
December,1913,"Northern counties",962039,74,5,16,15,...,...,4,1,3,79,21,...,0,0,8,7,55,73,...,0
December,1913,"Central counties",1139717,114,22,25,23,...,...,7,4,3,112,15,...,0,0,7,6,59,92,...,0
December,1913,"Southern counties",667954,78,9,19,12,...,...,2,4,8,47,13,...,0,0,6,3,28,44,...,0
December,1913,Urban,1221371,151,24,33,27,...,...,8,3,3,124,29,...,0,0,9,6,71,112,...,0
December,1913,Rural,1548339,115,12,27,23,...,...,5,6,11,114,20,...,0,0,12,10,71,97,...,0
December,1913,"Cities, class 1",246546,27,7,6,5,...,...,0,0,0,23,4,...,0,0,4,0,18,26,...,0
December,1913,"Cities, class 2",260199,30,5,9,9,...,...,2,0,0,29,4,...,0,0,0,1,15,21,...,0
December,1913,"Cities, class 3",165232,23,5,4,3,...,...,3,0,1,26,5,...,0,0,1,1,6,21,...,0
December,1913,"Cities, class 4",211362,26,1,6,3,...,...,1,0,1,25,7,...,0,0,1,2,12,19,...,0
